2010-08-28T10:00:00+10:00,9
2010-08-29T10:00:00+10:00,10
2010-08-30T10:00:00+10:00,10
2010-08-31T10:00:00+10:00,10
2010-09-01T10:00:00+10:00,10
2010-09-02T10:00:00+10:00,9
2010-09-03T10:00:00+10:00,9
2010-09-04T10:00:00+10:00,14
2010-09-05T10:00:00+10:00,12
2010-09-06T10:00:00+10:00,9
2010-09-07T10:00:00+10:00,10
2010-09-08T10:00:00+10:00,9
2010-09-09T10:00:00+10:00,13
2010-09-10T10:00:00+10:00,9
2010-09-11T10:00:00+10:00,11
2010-09-12T10:00:00+10:00,12
2010-09-13T10:00:00+10:00,11
2010-09-14T10:00:00+10:00,8
2010-09-15T10:00:00+10:00,10
2010-09-16T10:00:00+10:00,9
2010-09-17T10:00:00+10:00,10
2010-09-18T10:00:00+10:00,11
2010-09-19T10:00:00+10:00,11
2010-09-20T10:00:00+10:00,12
2010-09-21T10:00:00+10:00,10
2010-09-22T10:00:00+10:00,9
2010-09-23T10:00:00+10:00,11
2010-09-24T10:00:00+10:00,12
2010-09-25T10:00:00+10:00,13
2010-09-26T10:00:00+10:00,13
2010-09-27T10:00:00+10:00,11
2010-09-28T10:00:00+10:00,8
2010-09-29T10:00:00+10:00,7
2010-09-30T10:00:00+10:00,9
2010-10-01T10:00:00+10:00,10
2010-10-02T10:00:00+10:00,12
2010-10-03T11:00:00+11:00,14
2010-10-04T11:00:00+11:00,18
2010-10-05T11:00:00+11:00,16
2010-10-06T11:00:00+11:00,16
2010-10-07T11:00:00+11:00,10
2010-10-08T11:00:00+11:00,12
2010-10-09T11:00:00+11:00,11
2010-10-10T11:00:00+11:00,16
2010-10-11T11:00:00+11:00,18
2010-10-12T11:00:00+11:00,19
2010-10-13T11:00:00+11:00,13
2010-10-14T11:00:00+11:00,15
2010-10-15T11:00:00+11:00,11
2010-10-16T11:00:00+11:00,8
2010-10-17T11:00:00+11:00,12
2010-10-18T11:00:00+11:00,11
2010-10-19T11:00:00+11:00,10
2010-10-20T11:00:00+11:00,11
2010-10-21T11:00:00+11:00,14
2010-10-22T11:00:00+11:00,20
2010-10-23T11:00:00+11:00,15
2010-10-24T11:00:00+11:00,11
2010-10-25T11:00:00+11:00,13
2010-10-26T11:00:00+11:00,16
2010-10-27T11:00:00+11:00,12
2010-10-28T11:00:00+11:00,14
2010-10-29T11:00:00+11:00,19
2010-10-30T11:00:00+11:00,17
2010-10-31T11:00:00+11:00,12
2010-11-01T11:00:00+11:00,10
2010-11-02T11:00:00+11:00,13
2010-11-03T11:00:00+11:00,10
2010-11-04T11:00:00+11:00,11
2010-11-05T11:00:00+11:00,12
2010-11-06T11:00:00+11:00,14
